                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3352,                 1.7298,                 1.3034,                0.53549,                0.37826,                0.40965,                0.20526,                 1.7526,                 2.0829,                 1.6512,             0.00066381,             0.00066381,             0.00066381
